deal_id,level_rank,candidate_team,finish_order,candidate_score,candidate_win,candidate_utility,steps,search_decisions
0,A,0,0-1-3-2,1,true,1.0,104,
0,A,1,3-0-2-1,1,true,1.0,109,
1,6,0,2-0-1-3,3,true,1.2,104,
1,6,1,3-1-0-2,3,true,1.2,121,
2,7,0,0-2-1-3,3,true,1.2,109,
2,7,1,3-1-0-2,3,true,1.2,98,
3,J,0,0-1-3-2,1,true,1.0,106,
3,J,1,3-1-0-2,3,true,1.2,105,
4,3,0,0-2-1-3,3,true,1.2,117,
4,3,1,3-1-0-2,3,true,1.2,119,
5,6,0,2-1-0-3,2,true,1.1,118,
5,6,1,3-1-0-2,3,true,1.2,94,
6,5,0,1-0-2-3,-1,false,-1.0,129,
6,5,1,2-0-1-3,-3,false,-1.2,108,
7,4,0,0-2-1-3,3,true,1.2,138,
7,4,1,1-2-0-3,1,true,1.0,124,
8,5,0,2-0-1-3,3,true,1.2,78,
8,5,1,2-3-0-1,-2,false,-1.1,81,
9,J,0,0-2-1-3,3,true,1.2,117,
9,J,1,3-1-0-2,3,true,1.2,89,
10,5,0,2-0-1-3,3,true,1.2,90,
10,5,1,1-3-0-2,3,true,1.2,107,
11,T,0,1-3-0-2,-3,false,-1.2,113,
11,T,1,1-3-0-2,3,true,1.2,113,
12,4,0,0-1-3-2,1,true,1.0,126,
12,4,1,1-3-0-2,3,true,1.2,100,
13,3,0,0-2-1-3,3,true,1.2,102,
13,3,1,2-0-1-3,-3,false,-1.2,131,
14,T,0,1-3-0-2,-3,false,-1.2,104,
14,T,1,1-2-3-0,2,true,1.1,108,
15,4,0,0-1-3-2,1,true,1.0,123,
15,4,1,1-3-0-2,3,true,1.2,93,
16,8,0,1-0-2-3,-1,false,-1.0,115,
16,8,1,1-3-0-2,3,true,1.2,106,
17,J,0,3-0-2-1,-1,false,-1.0,107,
17,J,1,1-2-0-3,1,true,1.0,117,
18,A,0,3-2-0-1,-1,false,-1.0,96,
18,A,1,3-1-0-2,3,true,1.2,101,
19,9,0,0-2-1-3,3,true,1.2,97,
